ApplNo,ApplType,ApplPublicNotes,SponsorName
16659,NDA,,ACTAVIS LABS UT INC
16666,NDA,,MALLINCKRODT
16672,NDA,,WYETH PHARMS
16673,NDA,,BAXTER HLTHCARE
16675,NDA,,MERCK
16677,NDA,,BAXTER HLTHCARE
16678,NDA,,BAXTER HLTHCARE
16679,NDA,,BAXTER HLTHCARE
16680,NDA,,PARKE DAVIS
16682,NDA,,BAXTER HLTHCARE
16683,NDA,,BAXTER HLTHCARE
16687,NDA,,BAXTER HLTHCARE
16689,NDA,,BAXTER HLTHCARE
16692,NDA,,BAXTER HLTHCARE
16693,NDA,,BAXTER HLTHCARE
16694,NDA,,BAXTER HLTHCARE
16695,NDA,,BAXTER HLTHCARE
16696,NDA,,BAXTER HLTHCARE
16697,NDA,,BAXTER HLTHCARE
16704,NDA,,B BRAUN
16705,NDA,,GD SEARLE LLC
16708,NDA,,CURIUM
16709,NDA,,ORTHO MCNEIL JANSSEN
16715,NDA,,ORTHO MCNEIL PHARM
16717,NDA,,BAXTER HLTHCARE
16721,NDA,,VALEANT PHARM INTL
16723,NDA,,PARKE DAVIS
16724,NDA,,GD SEARLE LLC
16725,NDA,,GD SEARLE LLC
16727,NDA,,BRISTOL MYERS SQUIBB
16729,NDA,,MALLINCKRODT
16730,NDA,,B BRAUN
16732,NDA,,SANOFI AVENTIS US
16733,NDA,,B BRAUN
16734,NDA,,B BRAUN
16740,NDA,,SCHERING
16741,NDA,,B BRAUN
16749,NDA,,PARKE DAVIS
16750,NDA,,AMPHASTAR PHARMS INC
16755,NDA,,NOVARTIS
16758,NDA,,PFIZER
16763,NDA,,RISING
16765,NDA,,ELORAC
16766,NDA,,PARKE DAVIS
16768,NDA,,PARKE DAVIS
16769,NDA,,ORTHO MCNEIL JANSSEN
16772,NDA,,B BRAUN
16774,NDA,,NOVARTIS
16775,NDA,,NOVARTIS
16776,NDA,,ASTRAZENECA
16782,NDA,,SOLVAY
16783,NDA,,MALLINCKRODT
16784,NDA,,B BRAUN
16785,NDA,,LEADIANT BIOSCI INC
16792,NDA,,ODYSSEY PHARMS
16793,NDA,,TEVA PARENTERAL
16796,NDA,,RISING
16798,NDA,,PFIZER
16801,NDA,,FRESENIUS KABI USA
16803,NDA,,STERLING
16806,NDA,,WYETH PHARMS
16807,NDA,,ALLERGAN
16809,NDA,,SANOFI AVENTIS US
16812,NDA,,ENDO OPERATIONS
16813,NDA,,FISONS
16814,NDA,,ABBOTT
16818,NDA,,ROERIG
16820,NDA,,PFIZER
16822,NDA,,B BRAUN
16829,NDA,,AAIPHARMA LLC
16830,NDA,,SANOFI AVENTIS US
16831,NDA,,EXTROVIS
16832,NDA,,ABBOTT
16834,NDA,,PFIZER
16844,NDA,,AAIPHARMA LLC
16847,NDA,,GE HEALTHCARE
16848,NDA,,NORVIUM BIOSCIENCE
16851,NDA,,ABBVIE
16852,NDA,,PARKE DAVIS
16854,NDA,,PARKE DAVIS
16860,NDA,,NOVEN THERAP
16861,NDA,,AAIPHARMA LLC
16862,NDA,,XANODYNE PHARM
16863,NDA,,AAIPHARMA LLC
16885,NDA,,HRA PHARMA
16891,NDA,,SANOFI AVENTIS US
16904,NDA,,PFIZER
16908,NDA,,ALVOGEN
16909,NDA,,ALVOGEN
16911,NDA,,BRISTOL MYERS SQUIBB
16912,NDA,,ROCHE
16913,NDA,,SHIRE
16921,NDA,,VALEANT INTL
16923,NDA,,BRACCO
16927,NDA,,GD SEARLE LLC
16928,NDA,,HEATHER
16929,NDA,,HOSPIRA
16931,NDA,,PHARMACIA AND UPJOHN
16932,NDA,,SCHERING
16936,NDA,,GD SEARLE LLC
16942,NDA,,WESTWOOD SQUIBB
16943,NDA,,WESTWOOD SQUIBB
16948,NDA,,VALEANT PHARM INTL
16949,NDA,,CHARTWELL RX
16954,NDA,,JANSSEN PHARMS
16964,NDA,,HOSPIRA
16968,NDA,,ALCON
16979,NDA,,BRISTOL MYERS SQUIBB
16980,NDA,,SOLVAY
16983,NDA,,LIEBEL-FLARSHEIM
16987,NDA,,NEW RIVER
16988,NDA,,CHARTWELL RX
16990,NDA,,SANOFI AVENTIS US
16996,NDA,,SCHERING
16997,NDA,,NOVARTIS
16998,NDA,,PARKE DAVIS
17001,NDA,,BAUSCH
17007,NDA,,HIKMA
17010,NDA,,PADAGIS US
17011,NDA,,ABBVIE
17013,NDA,,ABBOTT
17015,NDA,,ORGANON USA INC
17016,BLA,,FERRING
17020,NDA,,ABBOTT
17027,NDA,,3M
17029,NDA,,FRESENIUS KABI USA
17031,NDA,,LABORATOIRE HRA
17033,NDA,,ABRAXIS PHARM
17036,NDA,,BAXTER HLTHCARE
17037,NDA,,HIKMA
17038,NDA,,B BRAUN
17042,NDA,,GE HEALTHCARE
17045,NDA,,BRACCO
17046,NDA,,SAVAGE LABS
17047,NDA,,BRACCO
17048,NDA,,WYETH AYERST
17054,BLA,,BEL MAR
17055,BLA,,FERRING
17057,NDA,,LIEBEL-FLARSHEIM
17058,NDA,,HIKMA
17059,NDA,,MALLINCKRODT
17060,NDA,,TEVA BRANDED PHARM
17063,NDA,,ALCON
17064,NDA,,DR REDDYS
17067,BLA,,FRESENIUS KABI USA
17078,NDA,,IMPAX LABS INC
17079,NDA,,ORTHO MCNEIL PHARM
17084,NDA,,CURIUM
17087,NDA,,BAXTER HLTHCARE
17090,NDA,,SPECGX LLC
17098,NDA,,MALLINCKRODT
17100,NDA,,ABBVIE
17105,NDA,,AJENAT PHARMS
17106,NDA,,MMT
17108,NDA,,SANDOZ
17109,NDA,,ROXANE
17111,NDA,,CHARTWELL RX
17116,NDA,,SPECGX LLC
17118,NDA,,ENDO PHARMS
17122,NDA,,XANODYNE PHARM
17129,NDA,,MALLINCKRODT
17130,NDA,,CHAMBERLIN PARENTERL
17243,NDA,,CURIUM
17244,NDA,,PARKE DAVIS
17247,NDA,,NOVARTIS
17255,NDA,,GE HEALTHCARE
17256,NDA,,GE HEALTHCARE
17257,NDA,,GE HEALTHCARE
17262,NDA,,MALLINCKRODT
17264,NDA,,GE HEALTHCARE
17269,NDA,,BRACCO
17279,NDA,,ISOTEX
17283,NDA,,LANTHEUS MEDCL
17284,NDA,,LANTHEUS MEDCL
17313,NDA,,PHARMALUCENCE
17315,NDA,,CIS
17316,NDA,,CIS
17318,NDA,,SORIN
17321,NDA,,SUN PHARM INDS INC
17322,NDA,,PHARMALUCENCE
17339,NDA,,BRACCO
17340,NDA,,VALEANT PHARMS NORTH
17343,NDA,,SHERWOOD MEDCL
17346,NDA,,PARKE DAVIS
17351,NDA,,VIATRIS
17352,NDA,,GLAXOSMITHKLINE
17354,NDA,,TEVA BRANDED PHARM
17355,NDA,,TEVA BRANDED PHARM
17362,NDA,,ACTAVIS LABS UT INC
17364,NDA,,MEDPOINTE PHARM HLC
17366,NDA,,MEAD JOHNSON
17369,NDA,,GLAXOSMITHKLINE
17371,NDA,,APOTHECON
17373,NDA,,ALVOGEN
17374,NDA,,MEDPOINTE PHARM HLC
17376,NDA,,MONARCH PHARMS
17377,NDA,,SUN PHARM INDUSTRIES
17378,NDA,,BAXTER HLTHCARE
17381,NDA,,KING PHARMS LLC
17385,NDA,,BAXTER HLTHCARE
17386,NDA,,I3 PHARMS
17388,NDA,,SOLVAY
17390,NDA,,BAXTER HLTHCARE
17391,NDA,,CASPER PHARMA LLC
17395,NDA,,HOSPIRA
17398,NDA,,SANDOZ
17405,NDA,,BAYER PHARMS
17406,NDA,,GE HEALTHCARE
17407,NDA,,BOEHRINGER INGELHEIM
17408,NDA,,GD SEARLE LLC
17411,NDA,,HUNTINGTON LABS
17412,NDA,,HUNTINGTON LABS
17413,NDA,,3M
17415,NDA,,PARKE DAVIS
17421,NDA,,DIAL
17422,NDA,,AVET LIFESCIENCES
17423,NDA,,VESTAL LABS
17424,NDA,,VESTAL LABS
17425,NDA,,TEVA BRANDED PHARM
17426,NDA,,PADAGIS US
17427,NDA,,BAXTER HLTHCARE
17428,NDA,,BAXTER HLTHCARE
17430,NDA,,SANOFI AVENTIS US
17431,NDA,,EPIC PHARMA LLC
17433,NDA,,DAVIS AND GECK
17434,NDA,,PHARMACIA AND UPJOHN
17438,NDA,,BAXTER HLTHCARE
17439,NDA,,ALLERGAN
17441,NDA,,ALLERGAN
17442,NDA,,PFIZER
17443,NDA,,ENDO OPERATIONS
17446,NDA,,SANOFI AVENTIS US
17447,NDA,,PFIZER
17450,NDA,,MEDTECH PRODUCTS
17451,NDA,,BAXTER HLTHCARE
17452,NDA,,BECTON DICKINSON
17453,NDA,,TEVA BRANDED PHARM
17454,NDA,,MALLINCKRODT
17456,NDA,,GE HEALTHCARE
17460,NDA,,CALGON
17463,NDA,,MCNEIL CONSUMER
17464,NDA,,B BRAUN
17466,NDA,,SANOFI AVENTIS US
17468,NDA,,HARROW EYE
17469,NDA,,SANDOZ
17471,NDA,,GE HEALTHCARE
17473,NDA,,TEVA
17476,NDA,,NOVARTIS
17478,NDA,,LANTHEUS MEDCL
17481,NDA,,JANSSEN PHARMS
17484,NDA,,BAXTER HLTHCARE
17486,NDA,,EPIC PHARMA LLC
17488,NDA,,ORTHO MCNEIL PHARM
17489,NDA,,ORTHO MCNEIL PHARM
17493,NDA,,BAXTER HLTHCARE
17494,NDA,,INSIGHT PHARMS
17497,NDA,,SANOFI AVENTIS US
17498,NDA,,PFIZER
17503,NDA,,BOEHRINGER INGELHEIM
17506,NDA,,GE HEALTHCARE
17508,NDA,,ABRAXIS PHARM
17510,NDA,,B BRAUN
17512,NDA,,VANTIVE US HLTHCARE
17513,NDA,,OTSUKA ICU MEDCL
17514,NDA,,OTSUKA ICU MEDCL
17516,NDA,,PFIZER
17518,NDA,,3M
17521,NDA,,BAXTER HLTHCARE
17522,NDA,,VALEANT BERMUDA
17525,NDA,,TEVA BRANDED PHARM
17528,NDA,,PARKE DAVIS
17530,NDA,,ENDO OPERATIONS
17531,NDA,,KING PHARMS LLC
17532,NDA,,SANOFI AVENTIS US
17533,NDA,,CHEPLAPHARM
17534,NDA,,ALLERGAN
17535,NDA,,SANOFI AVENTIS US
17536,NDA,,SCHERING
17538,NDA,,CURIUM
17540,NDA,,DELL LABS
17543,NDA,,NOVARTIS
17546,NDA,,ROCHE
17548,NDA,,EPIC PHARMA LLC
17549,NDA,,MERIDIAN MEDCL TECHN
17550,NDA,,GEN ELECTRIC
17551,NDA,,MALLINCKRODT
17553,NDA,,ALZA
17555,NDA,,ORGANON
17556,NDA,,SUN PHARM INDS INC
17557,NDA,,SANOFI AVENTIS US
17558,NDA,,HIKMA
17559,NDA,,SCHERING
17560,NDA,,SUN PHARM INDUSTRIES
17561,NDA,,SCHERING
17562,NDA,,GE HEALTHCARE
17563,NDA,,PFIZER
17565,NDA,,ALLERGAN
17566,NDA,,ALLERGAN
17569,NDA,,GLENWOOD
17571,NDA,,BOEHRINGER INGELHEIM
17573,NDA,,SCHERING
17575,NDA,,BAYER HLTHCARE
17576,NDA,,WARNER CHILCOTT LLC
17577,NDA,,JANSSEN PHARMS
17579,NDA,,VALEANT INTL
17581,NDA,,ATNAHS PHARMA US
17584,NDA,,FRESENIUS KABI USA
17585,NDA,,OTSUKA ICU MEDCL
17586,NDA,,OTSUKA ICU MEDCL
17588,NDA,,LATINA PHARMA
17589,NDA,,ROCHE
17594,NDA,,WESTWOOD SQUIBB
17598,NDA,,MONARCH PHARMS
17601,NDA,,SCHERING
17603,NDA,,SANOFI AVENTIS US
17604,NDA,,KEY THERAP
17605,NDA,,SAVAGE LABS
17606,NDA,,OTSUKA ICU MEDCL
17607,NDA,,OTSUKA ICU MEDCL
17608,NDA,,OTSUKA ICU MEDCL
17609,NDA,,OTSUKA ICU MEDCL
17610,NDA,,OTSUKA ICU MEDCL
17612,NDA,,CADENCE HEALTH
17613,NDA,,SCHERING PLOUGH
17618,NDA,,SANOFI AVENTIS US
17619,NDA,,SCHERING PLOUGH
17624,NDA,,BAXTER HLTHCARE
17628,NDA,,ORTHO MCNEIL JANSSEN
17630,NDA,,GE HEALTHCARE
17633,NDA,,HOSPIRA
17634,NDA,,BAXTER HLTHCARE
17635,NDA,,OTSUKA ICU MEDCL
17636,NDA,,HOSPIRA
17637,NDA,,OTSUKA ICU MEDCL
17638,NDA,,ABBOTT
17641,NDA,,OTSUKA ICU MEDCL
17643,NDA,,FRESENIUS
17646,BLA,,SERONO
17648,NDA,,BAXTER HLTHCARE
17651,NDA,,FRESENIUS KABI USA
17653,NDA,,GE HEALTHCARE
17655,NDA,,GE HEALTHCARE
17656,NDA,,OTSUKA ICU MEDCL
17657,NDA,,SANOFI AVENTIS US
17658,NDA,,TEVA BRANDED PHARM
17659,NDA,,BOEHRINGER INGELHEIM
17661,NDA,,NOVARTIS
17664,NDA,,GE HEALTHCARE
17667,NDA,,GE HEALTHCARE
17668,NDA,,SANOFI AVENTIS US
17669,NDA,,SANOFI AVENTIS US
17670,NDA,,HOSPIRA
17672,NDA,,SOLVAY
17673,NDA,,ICU MEDICAL INC
17675,NDA,,ROBINS AH
17680,NDA,,BRACCO
17681,NDA,,ESJAY PHARMA
17684,NDA,,PHARMALUCENCE
17685,NDA,,MALLINCKRODT
17687,NDA,,GE HEALTHCARE
17688,NDA,,SANOFI AVENTIS US
17690,NDA,,J AND J CONSUMER INC
17691,NDA,,SCHERING
17692,BLA,,ORGANON USA LLC
17693,NDA,,GE HEALTHCARE
17694,NDA,,J AND J CONSUMER INC
17697,NDA,,BRACCO
17698,NDA,,HOSPIRA
17700,NDA,,GE HEALTHCARE
17701,NDA,,INTL MEDICATION
17702,NDA,,INTL MEDICATION
17703,NDA,,ABBOTT
17707,NDA,,GE HEALTHCARE
17710,NDA,,DISTA
17714,NDA,,JUBILANT DRAXIMAGE
17716,NDA,,WARNER CHILCOTT LLC
17717,NDA,,BAYER HEALTHCARE LLC
17724,NDA,,MALLINCKRODT
17725,NDA,,MALLINCKRODT
17735,NDA,,JANSSEN PHARMS
17736,NDA,,SCHERING
17739,NDA,,INSIGHT PHARMS
17741,NDA,,PFIZER
17743,NDA,,ALLERGAN
17744,NDA,,LEGACY PHARMA
17751,NDA,,ASTRAZENECA
17756,NDA,,J AND J CONSUMER INC
17760,NDA,,ALLERGAN
17765,NDA,,LEGACY PHARMA
17766,NDA,,B BRAUN
17768,NDA,,MOLNLYCKE HLTH
17769,NDA,,SANOFI AVENTIS US
17771,NDA,,LANTHEUS MEDCL
17776,BLA,,JUBILANT DRAXIMAGE
17780,NDA,,PHARM SPEC
17781,NDA,,SCHERING
17783,NDA,,PFIZER
17784,NDA,,GE HEALTHCARE
17785,NDA,,ORTHO MCNEIL PHARM
17788,NDA,,MYLAN INSTITUTIONAL
17789,NDA,,ICU MEDICAL INC
17794,NDA,,BAUSCH
17796,NDA,,SANOFI AVENTIS US
17799,NDA,,OTSUKA ICU MEDCL
17802,NDA,,WYETH PHARMS
17806,NDA,,LANTHEUS MEDCL
17807,NDA,,NEW RIVER
17808,NDA,,MYLAN IRELAND LTD
17810,NDA,,PFIZER
17812,NDA,,HIKMA
17813,NDA,,VALEANT PHARM INTL
17814,NDA,,ZYLA LIFE SCIENCES
17818,NDA,,WESTWOOD SQUIBB
17820,NDA,,LILLY
17821,NDA,,JANSSEN RES AND DEV
17823,NDA,,SUN PHARM INDS INC
17824,NDA,,SUN PHARM INDS INC
17829,NDA,,SCHERING
17830,NDA,,ATON
17831,NDA,,APIL
17833,BLA,,BRACCO
17835,BLA,,ISO TEX
17836,BLA,,ISO TEX
17837,BLA,,ISO TEX
17849,NDA,,ANI PHARMS
17850,NDA,,APOTHECON
17851,NDA,,NOVARTIS
17853,NDA,,SCHERING
17854,NDA,,ANI PHARMS
17856,NDA,,TARO
17857,NDA,,APOTHECON
17858,NDA,,SUN PHARM INDS INC
17862,NDA,,HIKMA
17863,NDA,,BAXTER HLTHCARE
17864,NDA,,BAXTER HLTHCARE
17865,NDA,,BAXTER HLTHCARE
17866,NDA,,BAXTER HLTHCARE
17867,NDA,,BAXTER HLTHCARE
17869,NDA,,NOVARTIS
17871,NDA,,BAUSCH
17874,NDA,,BAXTER HLTHCARE CORP
17875,NDA,,TEVA BRANDED PHARM
17876,NDA,,TEVA BRANDED PHARM
17881,BLA,,DRAXIMAGE
17884,NDA,,SANOFI AVENTIS US
17892,NDA,,PFIZER
17895,NDA,,ABBOTT
17902,NDA,,BRACCO
17903,NDA,,BRACCO
17906,NDA,,SOLVAY
17907,NDA,,BRISTOL MYERS SQUIBB
17911,NDA,,MERCK
17914,NDA,,BAYER PHARMS
17917,NDA,,WARNER CHILCOTT
17919,NDA,,JANSSEN PHARMS
17920,NDA,,GLAXOSMITHKLINE
17922,NDA,,FERRING PHARMS INC
17923,NDA,,NOVARTIS
17924,NDA,,GLAXOSMITHKLINE
17938,NDA,,ENDO PHARMS
17939,NDA,,GLAXOSMITHKLINE
17941,NDA,,GLAXOSMITHKLINE
17943,NDA,,MONARCH PHARMS
17944,NDA,,GE HEALTHCARE
17948,NDA,,GD SEARLE LLC
17950,NDA,,SUN PHARM INDS INC
17952,NDA,,ROCHE
17954,NDA,,HOSPIRA
17955,NDA,,BAUSCH
17956,NDA,,3M
17957,NDA,,HOSPIRA INC
17959,NDA,,PHARMACIA AND UPJOHN
17962,NDA,,ESJAY PHARMA
17963,NDA,,VALIDUS PHARMS
17968,NDA,,PHARMACIA AND UPJOHN
17970,NDA,,ASTRAZENECA
17971,NDA,,JDS PHARMS
17972,NDA,,SUN PHARM INDS INC
17979,NDA,,ABRAXIS PHARM
17980,NDA,,WYETH AYERST
17982,NDA,,GE HEALTHCARE
17986,NDA,,PFIZER
17989,NDA,,PFIZER
17993,NDA,,NOVARTIS
17994,NDA,,PFIZER
17995,NDA,,B BRAUN
18000,NDA,,SANOFI AVENTIS US
18004,NDA,,EPIC PHARMA LLC
18006,NDA,,PARKE DAVIS
18008,NDA,,BAXTER HLTHCARE
18009,NDA,,PROCTER AND GAMBLE
18012,NDA,,SPECGX LLC
18013,NDA,,SPECGX LLC
18014,NDA,,INTL MEDICATION
18016,NDA,,BAXTER HLTHCARE
18017,NDA,,MERCK
18021,NDA,,LEDERLE
18023,NDA,,B BRAUN
18024,NDA,,ENDO OPERATIONS
18025,NDA,,INTL MEDICATION
18026,NDA,,B BRAUN
18027,NDA,,ANI PHARMS
18029,NDA,,NOVARTIS
18030,NDA,,B BRAUN
18031,NDA,,WYETH PHARMS INC
18035,NDA,,JUBILANT
18037,NDA,,BAXTER HLTHCARE
18039,NDA,,ACTAVIS LABS UT INC
18040,NDA,,JANSSEN PHARMA
18044,NDA,,ESJAY PHARMA
18045,NDA,,PHARMACIA AND UPJOHN
18046,NDA,,B BRAUN
18047,NDA,,B BRAUN
18050,NDA,,UCB INC
18052,NDA,,BAYER HEALTHCARE LLC
18053,NDA,,HOSPIRA
18055,NDA,,ABBOTT
18057,NDA,,HQ SPCLT PHARMA
18058,NDA,,CURIUM
18060,NDA,,COSETTE
18061,NDA,,MERCK
18062,NDA,,SCHERING
18063,NDA,,USWM
18066,NDA,,CHATTEM
18067,NDA,,LILLY
18069,NDA,,PFIZER
18074,NDA,,ACERTIS PHARMS
18076,NDA,,BRACCO
18077,NDA,,BRACCO
18080,NDA,,OTSUKA ICU MEDCL
18081,NDA,,ABBVIE
18082,NDA,,ABBVIE
18084,NDA,,ORTHO MCNEIL JANSSEN
18086,NDA,,BAUSCH AND LOMB INC
18087,NDA,,FERRING
18088,NDA,,GE HEALTHCARE
18089,NDA,,PARKE DAVIS
18090,NDA,,OTSUKA ICU MEDCL
18096,NDA,,HOSPIRA
18101,NDA,,ENDO PHARMS
18102,NDA,,PHARMACIA AND UPJOHN
18104,NDA,,PHARMACIA AND UPJOHN
18107,NDA,,CARDINAL HEALTH 414
18110,NDA,,GE HEALTHCARE
18115,NDA,,NOVARTIS
18116,NDA,,ASTELLAS
18117,NDA,,ABBVIE
18118,NDA,,GLAXOSMITHKLINE LLC
18123,NDA,,HIKMA
18124,NDA,,SUN PHARM INDS INC
18125,NDA,,BRISTOL MYERS SQUIBB
18127,NDA,,WARNER CHILCOTT
18128,NDA,,WARNER CHILCOTT
18132,NDA,,HOSPIRA
18138,NDA,,WARNER CHILCOTT
18140,NDA,,HIKMA
18141,NDA,,GE HEALTHCARE
18144,NDA,,PARKE DAVIS
18147,NDA,,PFIZER
18148,NDA,,IVAX RES
18150,NDA,,CURIUM
18152,NDA,,JDS PHARMS
18153,NDA,,GLAXOSMITHKLINE
18154,NDA,,PFIZER
18155,NDA,,ALLERGAN
18156,NDA,,B BRAUN
18160,NDA,,GD SEARLE LLC
18161,NDA,,B BRAUN
18163,NDA,,SPECGX LLC
18164,NDA,,ATNAHS PHARMA US
18166,NDA,,NOVARTIS
18168,NDA,,GD SEARLE LLC
18173,NDA,,PHARMACIA AND UPJOHN
18179,NDA,,ROCHE
18181,NDA,,BAYER HLTHCARE
18182,NDA,,BAYER HEALTHCARE LLC
18183,NDA,,BAYER HEALTHCARE LLC
18184,NDA,,B BRAUN
18185,NDA,,ZYLA
18186,NDA,,B BRAUN
18191,NDA,,SCHERING PLOUGH
18197,NDA,,BASF
18200,NDA,,PADAGIS US
18201,NDA,,MERCK
18202,NDA,,NOVARTIS
18203,NDA,,ABBOTT
18205,NDA,,GD SEARLE LLC
18206,NDA,,CADENCE HEALTH
18207,NDA,,PRAGMA
18211,NDA,,ORTHO MCNEIL JANSSEN
18225,NDA,,VALIDUS PHARMS
18226,NDA,,VALIDUS PHARMS
18227,NDA,,HOSPIRA
18229,NDA,,B BRAUN
18230,NDA,,BAYER HEALTHCARE LLC
18232,NDA,,FISONS
18233,NDA,,OTSUKA ICU MEDCL
18234,NDA,,SUN PHARM INDS INC
18237,NDA,,SANOFI AVENTIS US
18238,NDA,,NESHER PHARMS
18239,NDA,,ALLERGAN
18240,NDA,,TWI PHARMS
18241,NDA,,WATSON LABS
18242,NDA,,TEVA
18243,NDA,,HIKMA
18245,NDA,,NOVARTIS
18246,NDA,,MILES
18247,NDA,,MILES
18248,NDA,,FRESENIUS KABI USA
18249,NDA,,HOSPIRA
18251,NDA,,OTSUKA ICU MEDCL
18252,NDA,,B BRAUN
18254,NDA,,HOSPIRA
18256,NDA,,B BRAUN
18257,NDA,,ASTRAZENECA
18258,NDA,,B BRAUN
18261,NDA,,ENDO OPERATIONS
18263,BLA,,PHARMALUCENCE
18264,NDA,,ENDO OPERATIONS
18267,NDA,,HIKMA
18268,NDA,,B BRAUN
18269,NDA,,B BRAUN
18270,NDA,,B BRAUN
18271,NDA,,B BRAUN
18272,NDA,,DRAXIMAGE
18273,NDA,,B BRAUN
18274,NDA,,B BRAUN
18276,NDA,,UPJOHN
18279,NDA,,ABBVIE
18281,NDA,,NOVARTIS
18285,NDA,,NOVARTIS
18289,NDA,,GE HEALTHCARE
18290,NDA,,FERRING
18296,NDA,,PHARMACIA AND UPJOHN
18297,NDA,,ABBOTT
18299,NDA,,MONARCH PHARMS
18300,NDA,,MOLNLYCKE HLTH
18303,NDA,,VALIDUS PHARMS
18304,NDA,,FRESENIUS KABI USA
18307,NDA,,MEDA PHARMS
18309,NDA,,TARO
18310,NDA,,COVIDIEN
18312,NDA,,ORGANON USA INC
18313,NDA,,OTSUKA ICU MEDCL
18314,NDA,,OTSUKA ICU MEDCL
18315,NDA,,OTSUKA ICU MEDCL
18316,NDA,,OTSUKA ICU MEDCL
18321,NDA,,CURIUM
18327,NDA,,CURIUM
18332,NDA,,ZYLA
18333,NDA,,ABBVIE
18335,NDA,,GE HEALTHCARE
18336,NDA,,BAXTER HLTHCARE
18337,NDA,,TARO
18340,NDA,,ROCHE PALO
18342,NDA,,GLAXOSMITHKLINE
18343,NDA,,STRIDES PHARMA
18353,NDA,,PFIZER
18354,NDA,,ORTHO MCNEIL JANSSEN
18358,NDA,,B BRAUN
18361,NDA,,EMD SERONO
18362,NDA,,OTSUKA ICU MEDCL
18363,NDA,,PROF DSPLS
18365,NDA,,OTSUKA ICU MEDCL
18366,NDA,,SAVAGE LABS
18369,NDA,,WATSON LABS
18370,NDA,,SUPERPHARM
18371,NDA,,OTSUKA ICU MEDCL
18374,NDA,,SUN PHARM INDS INC
18375,NDA,,XTTRIUM
18376,NDA,,B BRAUN
18379,NDA,,FRESENIUS MEDCL
18380,NDA,,HOSPIRA
18386,NDA,,B BRAUN
18388,NDA,,HOSPIRA
18389,NDA,,MERCK
18397,NDA,,BAYER HEALTHCARE LLC
18398,NDA,,BAXTER HLTHCARE
18399,NDA,,MILES
18400,NDA,,MILES
18401,NDA,,INDIVIOR
18405,NDA,,DURAMED RES
18406,NDA,,HOSPIRA INC
18413,NDA,,CHARTWELL RX
18415,NDA,,ESJAY PHARMA
18417,NDA,,MILES
18418,NDA,,NOVARTIS
18419,NDA,,WARNER CHILCOTT
18420,NDA,,WARNER CHILCOTT
18421,NDA,,HIKMA
18422,NDA,,PFIZER PHARMS
18423,NDA,,MOLNLYCKE HLTH
18429,NDA,,ICU MEDICAL INC
18439,NDA,,WATSON LABS
18440,NDA,,ABRAXIS PHARM
18445,NDA,,MERCK
18449,NDA,,FRESENIUS
18450,NDA,,ABBVIE
18452,NDA,,MONARCH PHARMS
18458,NDA,,SANOFI AVENTIS US
18459,NDA,,XANODYNE PHARM
18460,NDA,,B BRAUN
18461,NDA,,BAXTER HLTHCARE
18462,NDA,,ABBOTT
18465,NDA,,ALPHA THERA
18467,NDA,,SUN PHARM INDS INC
18469,NDA,,ALCON
18470,NDA,,NOVARTIS
18471,NDA,,BAYER HEALTHCARE LLC
18473,NDA,,GLAXOSMITHKLINE
18482,NDA,,PFIZER
18484,NDA,,PFIZER
18485,NDA,,MT ADAMS
18487,NDA,,NORVIUM BIOSCIENCE
18489,NDA,,DRAXIMAGE
18494,NDA,,BAXTER HLTHCARE
18495,NDA,,BAXTER HLTHCARE
18497,NDA,,BAXTER HLTHCARE
18498,NDA,,ASTELLAS
18499,NDA,,MILES
18500,NDA,,MILES
18501,NDA,,MILES
18502,NDA,,MILES
18503,NDA,,MILES
18504,NDA,,MILES
18506,NDA,,SCHERING
18507,NDA,,ABRAXIS PHARM
18508,NDA,,BAXTER HLTHCARE
18509,NDA,,MALLINCKRODT INC
18511,NDA,,JUBILANT
18512,NDA,,BAXTER HLTHCARE
18513,NDA,,LEADIANT BIOSCI INC
18514,NDA,,BAUSCH
18517,NDA,,IVAX SUB TEVA PHARMS
18519,NDA,,BAXTER HLTHCARE
18520,NDA,,MEDTECH PRODUCTS
18521,NDA,,SCHERING
18522,NDA,,BAXTER HLTHCARE
18523,NDA,,BAXTER HLTHCARE
18531,NDA,,HOSPIRA
18533,NDA,,JANSSEN PHARMS
18535,NDA,,GD SEARLE LLC
18536,NDA,,MALLINCKRODT
18537,NDA,,HOSPIRA
18538,NDA,,SANOFI AVENTIS US
18543,NDA,,INTL MEDICATION
18548,NDA,,BRACCO
18549,NDA,,LYPHOMED
18550,NDA,,ROCHE
18551,NDA,,ROXANE
18553,NDA,,ANI PHARMS
18554,NDA,,SCHERING
18555,NDA,,ASTRAZENECA
18557,NDA,,ROCHE
18558,NDA,,HIKMA
18561,NDA,,OTSUKA ICU MEDCL
18562,NDA,,OTSUKA ICU MEDCL
18563,NDA,,OTSUKA ICU MEDCL
18564,NDA,,OTSUKA ICU MEDCL
18565,NDA,,HIKMA
18569,NDA,,EPIC PHARMA LLC
18571,NDA,,PHARMACARE
18578,NDA,,DR REDDYS
18579,NDA,,AM REGENT
18580,NDA,,ASTRAZENECA
18581,NDA,,BAXTER HLTHCARE
18582,NDA,,B BRAUN
18584,NDA,,GLAXOSMITHKLINE
18586,NDA,,TARO
18587,NDA,,WYETH AYERST
18588,NDA,,PARKE DAVIS
18590,NDA,,BAXTER HLTHCARE
